station,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55
Station1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.0065035,500.0065034,500.0080241,500.0072647,500.0080249,500.0072649,500.0072648,500.0065042,500.0072645,500.0065039,500.0065038,500.007265,500.0086154,500.0078548,500.007855,500.0086148,500.0078546,500.0086148,500.0093748,500.0101345,500.0093749,500.0108948,500.0101341,500.0101348,500.0092984,500.0100579,500.0092983,500.0092983,500.0100582,500.0100585,500.0092985,500.0092979,500.0100585,500.0092982,500.0100577,500.0100583,500.0104229,500.0096623,500.0104231,500.0096632,500.0096625,500.0089032,500.0096636,500.0089028,500.0089036,500.0096636,500.0096627,500.0089038,500.0089584,500.009718,500.0089587,500.0097193,500.0097186,500.0104797,500.0097202,500.0104797,500.0097205,500.0097206,500.0089597,500.009721,500.006587,500.0065876,500.0073517,500.0073493,500.0065889,500.0065984,500.0074189,500.0066616,500.0074317,500.0074383,500.0082033,500.0074636,488.2331728,492.2954349,488.9910388,499.5965512,499.5992971,499.6000785,499.3472658,499.0266484,499.3525029,417.4878527,417.4714135,500.0087361,500.005358,500.0061256,500.0061276,500.0069067,500.0061464,500.0069228,500.0061685,500.0054113,500.0046524,500.0054587,500.0054586,500.0054627,500.0026874,500.0019354,500.001939,500.0019462,500.0034801,500.0035011,500.0036402,500.0036485,500.0044083,500.0036282,500.0043937,500.0036464,214.2650004,214.4846017,292.2067253,301.0153131,301.0147379,301.62805,302.2325386,302.3104634,302.3116036,302.0865254,301.8629824,304.7910527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018173584,0.016137299,0.018177854,0.018170346,0.020203194,0.018173309,0.022237601,0.022225627,0.022225734,0.022217873,0.024250246,0.024245545,500.0121707,500.0136939,500.0136939,500.0129339,500.0129339,500.0144546,500.0144534,500.0152163,500.0152164,500.0167368,500.0167368,500.0174972,0.07226387,0.072263897,0.072263932,0.080808675,0.080808518,0.080808608,0.080808573,0.080808727,0.080808656,0.080808721,0.080808721,0.080808721,500.0190699,500.0190699,500.0190699,500.0190699,500.0190699,500.0190699,500.0190699,500.0190699,500.0190699,500.0190699,500.0190699,500.0190699,500.0192023,500.0192023,500.0192023,500.0192023,500.0192023,500.0192023,500.0192023,500.0192023,500.0192023,500.0192023,500.0192023,500.0192023,500.0192227,500.0192227,500.0192227,500.0192227,500.0192227,500.0192227,500.0192227,500.0192227,500.0192227,500.0192227,500.0192227,500.0192227
Station2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.7014639,293.7024773,293.7022085,293.7036594,293.7011426,293.7028207,293.7005246,293.702388,293.701682,293.7029895,293.7020426,293.7046486,46.47738217,0.014543744,0.015479954,0.014419636,0.021344033,0.014157704,0.014260757,0.014248626,0.015453217,0.014152135,0.080372906,0.01406762,53.22209651,14.45730315,13.52161482,13.54209921,149.7655402,104.0560943,14.13445611,15.92328171,14.12032541,27.04846135,13.60860704,9.378074379,252.5087409,224.7578403,252.5094879,252.5117525,222.0748747,252.5102055,259.0563839,227.0630585,259.0586584,244.7090819,221.9977894,244.7064579,163.4259022,166.5820673,163.4269672,195.2426648,163.5244082,195.2430353,194.4251955,188.5107324,194.4260437,191.4822053,174.4958966,191.4821058,125.5111108,125.4922586,125.5133984,103.5700665,98.89940378,103.569014,131.8314272,131.828072,131.8612928,156.3720232,146.6641601,156.0199225,95.92821074,113.9998289,95.98975124,101.9904039,101.9885559,102.0028717,121.056773,64.07303547,121.0786695,130.606044,121.2657702,130.6159726,94.88827844,94.88112621,94.88976639,79.40621067,74.70613431,79.40472248,79.43823646,79.43400855,89.65665026,55.80718475,51.15959068,55.80718735,20.06176206,40.22626649,40.23214037,18.16108712,25.86114238,36.78875988,18.06600713,28.00096158,75.67281781,69.04161232,0.013271288,0.014288792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010128734,0.008364806,0.011049016,0.009483167,0.009483204,0.009479472,0.006528473,0.006524775,0.009214901,0.007118917,0.00712654,0.005353825,0,0,0,0,0,0,0,0,0,0,0,0,407.2708937,407.2708937,407.2708937,407.2708937,407.2708937,407.2708937,407.2708937,407.2708937,407.2708937,407.2708937,407.2708937,407.2708937,331.0097817,331.0097817,331.0097817,331.0097817,331.0097817,331.0097817,331.0097817,331.0097817,331.0097817,331.0097817,331.0097817,331.0097817,266.7240803,266.7240803,266.7240803,266.7240803,266.7240803,266.7240803,266.7240803,266.7240803,266.7240803,266.7240803,266.7240803,266.7240803
Station3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007819456,0.003071829,0.00520667,0.002382871,0.002598918,0.002538193,0.007798834,0.001049282,0.005218735,0.005209887,0.005670172,0.002381314,329.9932527,292.8311812,409.1581827,278.0949934,0.001896441,278.4374916,280.6328584,273.3809215,280.5067807,124.3318138,0.006717006,124.4368306,329.9344306,296.6086086,392.5540886,392.547346,0.139135989,180.3671108,391.5590156,248.2025728,391.5826311,17.0386343,91.74741245,91.15000352,0.010200948,0.003270157,0.010222837,0.004795165,0.016809579,0.004841208,0.010444661,0.015262344,0.010455023,0.005087151,0.00324363,0.009783206,0.0102244,0.014994558,0.005194576,0.015927199,38.25720354,0.010907424,0.005623563,0.010974811,0.005555962,0.017429492,19.1333567,0.011018476,0.004013675,0.036084705,0.00200647,0.001962432,19.12513406,0.003849657,0.003831831,0.012691416,0.005747667,0.001888439,38.26743156,0.001900146,31.37606774,0.02918301,31.26505856,0.050222451,0.052233683,0.002254652,0.074494378,98.79942138,0.035279041,0.011877813,38.11108621,0.011520788,0.00159687,0.013108219,0.001577644,0.003134554,19.11780518,0.003158396,0.001607794,0.01569079,0.001572609,0.003168952,19.07747559,0.003145328,34.81760232,0.001481695,0.002387745,32.3896987,18.98210524,0.001196264,17.31749071,0.01357856,0.107353604,0.001401826,0.126183806,0.136973127,0,0.001012053,0,0,0.001010323,0,0,0.001010423,0,0,0.001010603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002628486,0.00730882,0.002630006,0.005242003,0.009934725,0.002637394,0.002585745,0.005259546,0,0.002640683,0.00760364,0.002632871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Station4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003163391,0.003162758,0.003163684,0.00316413,0.003160779,0.003164151,0.003271469,0.003270544,0.003271558,0.00327158,0.003268359,0.003271924,108.8382329,61.4008268,108.7609438,108.6504974,58.85343905,108.6497064,108.6755288,105.8691724,108.6754781,108.5440868,98.74730053,108.5441664,108.467706,0.020263972,108.3497271,108.3521248,8.958631703,108.5355282,108.4832527,105.5219612,108.4831826,108.2030257,105.3399403,108.2060989,73.87346613,0.03536985,73.87346284,73.87399027,0.029681806,73.87398361,49.10146463,0.013917789,49.1014617,43.39950602,0.011661905,43.39944323,86.25779714,0.024507512,86.25781151,98.76726942,0.02438462,98.7673029,55.90328777,0.010029333,55.90328795,54.73295034,0.008645787,54.7329824,65.02090878,65.01572013,65.02104528,45.59115103,45.58713768,45.59115028,50.6206814,50.61931841,50.62024859,41.58113132,41.56055394,41.58150839,20.01822903,24.18288926,20.02515202,4.097934967,4.085475524,4.098028962,98.42388998,85.43187206,98.42839457,16.69844212,16.69007704,16.13635884,0.001903647,0.001903062,0.001903609,0.001884677,0.001883378,0.001884633,32.40099565,32.3990788,32.18644167,22.92091825,22.91495063,22.92091419,12.31685045,16.92811721,16.90944237,8.055725084,9.733890899,12.19052586,41.5567084,43.77004497,24.65564152,17.85755052,18.45048759,18.4687796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003678928,0.003678923,0.00367894,0.003678949,0.003679023,0.003678971,0.007358237,0.007357671,0.007358313,0.007412519,0.007412313,0.00741234,0.003043004,0.00304299,0.003043013,0.003043008,0.003042997,0.003043018,0.004057485,0.004057664,0.004057675,0.0040577,0.0040577,0.0040577,117.7175561,117.7175561,117.7175561,117.7175561,117.7175561,117.7175561,117.7175561,117.7175561,117.7175561,117.7175561,117.7175561,117.7175561,117.8760033,117.8760033,117.8760033,117.8760033,117.8760033,117.8760033,117.8760033,117.8760033,117.8760033,117.8760033,117.8760033,117.8760033,117.7523092,117.7523092,117.7523092,117.7523092,117.7523092,117.7523092,117.7523092,117.7523092,117.7523092,117.7523092,117.7523092,117.7523092
Station5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.408704,110.6970289,156.6055901,147.8567944,111.0112107,147.8548484,147.0672287,101.9382688,147.0678928,136.5921445,22.2741826,136.5916768,0.009060041,0.00870849,0.009004457,0.00900658,0.008860358,0.009105809,0.008986882,0.008549588,0.00898596,0.008825099,0.008462109,0.008822279,0.00220155,0.002190712,0.002201553,0.002201664,0.002188739,0.00220167,0.002204277,0.002191029,0.002204266,0.002202486,0.002188378,0.002202487,0.002334821,0.002322105,0.002334831,0.002338895,0.002322786,0.002338894,0.002342589,0.002326449,0.002342579,0.002341982,0.002322709,0.002342034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001493627,0.001490841,0.001490675,0.001490821,0.001488119,0.0014881,0.002975373,0.002970069,0.002970155,0.002970059,0.002267748,0.002270161,0.002270126,69.11706454,70.02507551,71.28340304,64.06864727,65.22411389,55.47264745,131.8027375,131.7733271,131.7584302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011434862,0.011434862,0.011434862,0.011434862,0.011434862,0.011434862,0.011434862,0.011434862,0.011434862,0.011434862,0.011434862,0.011434862,0.355061298,0.355061298,0.355061298,0.355061298,0.355061298,0.355061298,0.355061298,0.355061298,0.355061298,0.355061298,0.355061298,0.355061298,197.2759504,197.2759504,197.2759504,197.2759504,197.2759504,197.2759504,197.2759504,197.2759504,197.2759504,197.2759504,197.2759504,197.2759504
Station6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003463003,0,0,0.003619909,0,0,0.003178679,0,0,0.003601216,0,0,329.9999713,0,0,329.9999709,0,0,329.9996344,0,0,329.9984698,0,0,329.999307,0,0,329.9995498,0,0,329.999116,0,0,329.9990295,0,0,178.4967635,0,0,188.4926035,0,0,169.8676776,0,0,188.5526051,0,0,240.0432854,0,0,242.8085117,0,0,238.753691,0,0,246.7040521,0,0,0.001778133,0,0,0.001821013,0,0,0.001838505,0,0,0.001853103,0,0,0.001101489,0,0,0.019862114,0,0,0.00858958,0,0,0.008209945,0,0,0.001465491,0,0,0.001459317,0,0,0.00141464,0,0,0.001442367,0,0,0.001078264,0,0,0.011195372,0,0,0.009928035,0,0,0.009464388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002132201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010627943,0.010627943,0.010627943,0.010627943,0.010627943,0.010627943,0.010627943,0.010627943,0.010627943,0.010627943,0.010627943,0.010627943,121.4152356,121.4152357,121.4152356,121.4152357,121.4152356,121.4152357,121.4152356,121.4152357,121.4152356,121.4152357,121.4152356,121.4152357,176.5748447,176.5748447,176.5748447,176.5748447,176.5748447,176.5748447,176.5748447,176.5748447,176.5748447,176.5748447,176.5748447,176.5748447
Station7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001107201,0.001107437,0.001107318,0.003783298,0.003782388,0.003783323,0.003781665,0.003782344,0.003781816,0.001203693,0.001203499,0.001203775,0.008921029,0.004398617,0.004645587,165.1139346,366.1325127,164.6885599,162.0318362,1.041469892,162.1885446,358.282891,355.4855537,358.1534925,0.148914498,0.056551669,0.080549176,0.050323113,98.10069503,86.76962816,0.049401839,0.026871202,0.049192057,442.0357862,199.8050663,384.5071786,0.007182927,0.006879297,0.007182941,0.008968375,0.007935914,0.008968612,0.009213185,0.008092947,0.009212854,31.73384444,0.155423142,31.73116302,131.5656522,43.32883512,131.5688569,61.60863165,0.15515071,61.61168261,85.99454427,0.375190612,85.99445294,92.46316396,0.118317839,92.46737572,0.002353555,0.002352583,0.002353561,81.16763896,66.6384464,81.16681121,47.03731411,47.03059142,47.00500298,46.29762931,17.66276942,46.68919449,0.002981716,0.003027183,0.002984125,72.02217093,72.01760371,72.05807461,0.477572148,0.089000033,0.479840929,75.74305918,46.72631563,74.4316215,0.004112656,0.00411213,0.004112593,31.78468537,17.32178642,31.78452427,12.74858605,12.74127989,2.133107097,66.48915417,51.96821107,66.48916839,0.006269043,0.006457339,0.006458502,0.001710015,0.001726563,0.00173453,0.001705682,0.001725672,0.001690081,7.853447323,88.40874084,88.39881191,0,0,0,0.001145876,0.00114584,0.001145755,0.001145638,0.001145675,0.001145676,0.001146157,0.001146186,0.001145589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.492856744,4.480246748,4.490923257,4.483059181,4.46657502,4.487428518,4.491319826,4.48093913,4.492097371,0.002028658,0.002028667,0.002028706,0,0,0,0,0,0,0,0,0,0,0,0,0.028517083,0.028517083,0.028517083,0.028517083,0.028517083,0.028517083,0.028517083,0.028517083,0.028517083,0.028517083,0.028517083,0.028517083,140.1016167,140.1016167,140.1016167,140.1016167,140.1016167,140.1016167,140.1016167,140.1016167,140.1016167,140.1016167,140.1016167,140.1016167,237.1654704,237.1654704,237.1654704,237.1654704,237.1654704,237.1654704,237.1654704,237.1654704,237.1654704,237.1654704,237.1654704,237.1654704
